;link
176;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grosser-drusenturm-530/mountain-hiking/von-der-carschinahuette-ueber-das-drusator-6860/
177;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sardonahuette-sac-2147000234/mountain-hiking/from-the-gigerwald-dam-via-alp-sardona-216/
178;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sardonahuette-sac-2147000234/mountain-hiking/aus-dem-weisstannental-ueber-den-heubuetzlipass-zur-sardonahuette-6475/
179;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sardonahuette-sac-2147000234/ski-touring/von-der-bergstation-grauberg-segneshuette-skigebiet-flims-3079/
180;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gulderstock-873/mountain-hiking/from-weissenberge-via-fuggfurggle-sonnenhorn-2372/
181;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gulderstock-873/mountain-hiking/von-der-spitzmeilenhuette-via-gipsgrat-abstieg-in-die-weissenberge-6751/
182;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tierberg-gl-1970/mountain-hiking/ueberschreitung-west-ost-vom-obersee-6754/
183;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/jurahaus-2147469225/mountain-hiking/von-les-pres-dorvin-40583/
184;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hirzli-3394/mountain-hiking/ab-morgenholz-ueber-das-hirzli-zum-planggenstock-6758/
185;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/stanserhorn-1861/mountain-hiking/aufstieg-ab-kernwald-via-oberbrand-abstieg-via-obflue-6802/
186;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/la-pare-la-para-1550/mountain-hiking/par-le-versant-se-40573/
187;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pic-chaussy-361/mountain-hiking/par-la-combe-de-vers-les-lacs-40514/
188;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bivacco-suretta-2147436219/mountain-hiking/vom-spluegenpass-ueber-den-lago-azurro-6938/
189;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bivacco-suretta-2147436219/mountain-hiking/von-monte-spluga-6937/
190;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-de-bellevue-158/mountain-hiking/de-muraz-par-le-versant-e-40130/
191;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/murgseehuette-2147000185/mountain-hiking/aus-dem-murgtal-mornen-40436/
192;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/canva-ad-marcri-2147459918/mountain-hiking/da-personico-32686/
193;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/stabbio-di-mezzo-2147459919/mountain-hiking/da-personico-32687/
194;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cascina-di-lago-2147459920/mountain-hiking/da-personico-32688/
195;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fanenstock-594/mountain-hiking/ueberschreitung-weissenberge-elm-via-stuelegghorn-6755/
196;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-de-penne-10822/mountain-hiking/de-bourg-st-pierre-a-la-cabane-de-valsorey-7156/
197;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-de-toules-10868/mountain-hiking/de-bourg-st-pierre-par-les-alpages-de-boveire-7307/
198;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/la-roussette-10169/mountain-hiking/darolla-par-le-versant-s-et-sw-6900/
199;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/le-mourin-10831/mountain-hiking/de-bourg-st-pierre-par-la-crete-se-7302/
200;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mont-rogneux-vs-1206/mountain-hiking/von-der-cabane-brunet-ueber-den-ostgrat-5148/
201;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mont-rogneux-vs-1206/mountain-hiking/de-moay-bruson-par-la-crete-nw-7224/
202;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/porton-nord-9019/mountain-hiking/de-mauvoisin-par-la-cabane-de-chanrion-7753/
203;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mont-avril-111/mountain-hiking/de-mauvoisin-par-la-fenetre-de-durand-8888/
204;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/baerensoolspitz-baerensolspitz-138/mountain-hiking/vom-obersee-ueber-den-soeligrat-abstieg-via-staefeli-6901/
205;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tete-de-chalin-8392/mountain-hiking/de-mex-en-boucle-7153/
206;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bella-tola-1987/mountain-hiking/ueberschreitung-emshorn-brunnethorn-borterhorn-bella-tola-6266/
207;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tuermlihore-9827/mountain-hiking/aus-dem-faermeltal-durch-das-ruegge-taelti-5-couloir-von-osten-6846/
208;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gemsflue-8582/mountain-hiking/rundtour-ochse-buergle-ueber-den-gemsgrat-7048/
209;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rigi-hochflue-1496/mountain-hiking/von-norden-gaetterlipass-7154/
210;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rigi-hochflue-1496/mountain-hiking/rigi-hochflue-902/
211;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rigi-scheidegg-8726/mountain-hiking/von-goldau-via-buosigerbann-und-gaetterlipass-7155/
212;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/alp-tschingla-11949/mountain-hiking/rundwanderung-ab-hochrugg-sitzsteinweg-7129/
213;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-calandari-272/mountain-hiking/west-ost-ueberschreitung-7112/
214;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zallershore-zallershorn-2252/mountain-hiking/von-sueden-und-ueber-den-se-grat-7122/
215;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/from-haldenstein-via-funtanolja-8/
216;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-st-margretenberg-ueber-marola-7/
217;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-untervaz-ueber-die-vazer-alp-6/
218;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-der-ringelspitzhuette-sac-ueber-den-kunkelspass-5381/
219;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-felsberg-ueber-das-felsberger-aelpli-9/
220;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-vaettis-durch-das-schaftaeli-11/
221;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/ski-touring/von-haldenstein-3298/
222;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/la-rosablanche-1526/mountain-hiking/de-siviez-nendaz-7087/
223;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bec-de-la-montau-9014/mountain-hiking/de-siviez-nendaz-par-la-crete-nw-7130/
224;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grande-dent-de-morcles-1212/mountain-hiking/ueberschreitung-cabane-de-fenestral-grand-vire-cabane-de-la-tourche-6814/
225;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/caval-drossa-9084/mountain-hiking/ueber-die-suedwestrippe-des-motto-della-croce-6964/
226;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/haute-cime-413/mountain-hiking/de-van-den-haut-par-le-col-de-susanfe-et-le-versant-s-7113/
227;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grand-muveran-1265/mountain-hiking/versant-sud-6923/
228;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zuenggelenflue-11238/mountain-hiking/ueberschreitung-von-schwyz-zum-urmiberg-7014/
229;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wiriehore-wiriehorn-6168/mountain-hiking/ueberschreitung-von-nordost-nach-suedwest-6834/
230;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/from-spinas-via-val-bever-130/
231;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/von-der-julierpassstrasse-ueber-die-fuorcla-dagnel-132/
232;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/vom-piz-nair-ueber-die-fuorcla-suvretta-131/
233;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/von-tigias-ueber-die-fuorcla-da-flix-140/
234;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/ski-touring/von-der-alp-gueglia-ueber-die-fuorcla-margun-5863/
235;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/ski-touring/from-the-julierpassstrasse-3243/
236;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/ski-touring/von-st-moritz-ueber-das-skigebiet-piz-nair-4971/
237;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/steitalhorn-9782/mountain-hiking/von-jungu-ueber-den-steitalgrat-ueberschreitung-e-w-6731/
238;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-des-savolaires-9793/mountain-hiking/ueber-den-nordostgrat-und-die-suedflanke-6813/
239;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-dal-linard-cas-2147000155/mountain-hiking/from-lavin-via-god-laret-124/
240;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-dal-linard-cas-2147000155/mountain-hiking/vom-berghaus-vereina-ueber-den-vereinapass-und-die-furocla-da-glims-125/
241;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tierlaufhore-tierlaufhorn-6194/mountain-hiking/ueber-den-nordgrat-6831/
242;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghaus-vereina-2147000284/mountain-hiking/von-monbiel-oder-klosters-platz-6962/
243;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/mountain-hiking/from-pass-dalvra-albula-pass-via-fuorcla-gualdauna-128/
244;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/mountain-hiking/von-madulain-ueber-die-alp-es-cha-127/
245;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/ski-touring/from-madulain-3242/
246;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/ski-touring/aus-dem-skigebiet-zuoz-via-piz-belvair-40685/
247;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-des-perris-blancs-1370/mountain-hiking/ueberschreitung-von-der-cabane-de-la-tourche-via-col-des-pauvres-ins-vallon-de-nant-6815/
248;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/six-blanc-vs-1817/mountain-hiking/en-boucle-de-chamoille-a-orsieres-par-le-versant-w-6935/
249;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/refuge-de-pierredar-2147000205/mountain-hiking/von-les-diablerets-via-creux-de-champ-6947/
250;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/refuge-de-pierredar-2147000205/mountain-hiking/ueber-den-hoehenweg-sentier-drudy-6812/
251;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salmone-4059/mountain-hiking/von-auressio-5461/
252;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salmone-4059/mountain-hiking/abstieg-ueber-die-colma-nach-ponte-brolla-vavm-17-5617/
253;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salmone-4059/mountain-hiking/von-der-capanna-alpe-canaa-vavm-16-5460/
254;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-du-vasevay-9020/mountain-hiking/de-madzeria-val-de-bagnes-par-le-versant-sw-6927/
255;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/le-basset-9026/mountain-hiking/en-boucle-depuis-la-fouly-6934/
256;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hotel-weisshorn-2147459917/mountain-hiking/von-tignousa-oder-st-luc-6773/
257;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hotel-weisshorn-2147459917/ski-touring/de-tignousa-funiculaire-st-luc-5745/
258;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamerstock-7622/mountain-hiking/vom-klausenpass-via-gletschersee-und-fisetengrat-abstieg-zum-urner-boden-6757/
259;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-grialetsch-cas-2147000122/mountain-hiking/from-duerrboden-davos-through-the-dischma-114/
260;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-grialetsch-cas-2147000122/mountain-hiking/von-der-flueelapassstrasse-durch-die-val-grialetsch-115/
261;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-grialetsch-cas-2147000122/mountain-hiking/von-der-keschhuette-ueber-den-scalettapass-5377/
262;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-grialetsch-cas-2147000122/mountain-hiking/von-der-flueelapassstrasse-ueber-die-fuorcla-radoent-4535/
263;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-grialetsch-cas-2147000122/ski-touring/from-teufi-davos-3240/
264;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-grialetsch-cas-2147000122/ski-touring/von-roeven-an-der-flueelapassstrasse-5950/
265;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-grialetsch-cas-2147000122/ski-touring/von-der-flueelapassstrasse-via-fuorcla-radoent-5949/
266;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-la-tourche-2147000272/mountain-hiking/von-st-maurice-morcles-oder-les-martinaux-6928/
267;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cabane-de-la-tourche-2147000272/ski-touring/von-morcles-40806/
268;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-alpe-canaa-2147444977/mountain-hiking/von-gresso-5483/
269;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-alpe-canaa-2147444977/mountain-hiking/von-lodano-5484/
270;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-alpe-canaa-2147444977/mountain-hiking/von-der-capanna-alzasca-ueber-den-pizzo-cramalina-vavm-15-5616/
271;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ammertenhuette-2147000012/mountain-hiking/von-der-lenk-1353/
272;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ammertenhuette-2147000012/mountain-hiking/von-der-engstligenalp-1354/
273;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/catogne-316/mountain-hiking/en-circuit-de-bovernier-a-sembrancher-par-les-versants-n-et-e-6922/
274;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/nueenchamm-1302/mountain-hiking/ueberschreitung-naturfreundehaus-fronalp-habergschwaend-filzbach-6748/
275;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cimalmotto-6342/mountain-hiking/von-der-capanna-grossalp-ueber-den-passo-quadrella-vavm-12-5062/
276;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zapporthuette-sac-2147000298/mountain-hiking/from-hinterrhein-245/
277;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zapporthuette-sac-2147000298/mountain-hiking/von-zervreila-ueber-die-canalluecka-6847/
278;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zapporthuette-sac-2147000298/ski-touring/from-hinterrhein-3256/
279;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-fess-kleiner-fess-616/mountain-hiking/von-tenna-5373/
280;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-di-cassimoi-309/mountain-hiking/vom-rifugio-alpe-scaradra-4612/
281;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-di-cassimoi-309/mountain-hiking/von-den-adulahuetten-4607/
282;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-piano-delle-creste-2147000203/mountain-hiking/von-san-carlo-4583/
283;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-piano-delle-creste-2147000203/mountain-hiking/vom-rifugio-maria-luisa-cai-ueber-den-tamierpass-vavm-10-6446/
284;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-piano-delle-creste-2147000203/ski-touring/da-san-carlo-val-bavona-6833/
285;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-maria-luisa-2147455731/mountain-hiking/von-der-capanna-basodino-cas-ueber-die-bocchetta-di-val-maggia-vavm-9s-6902/
286;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-maria-luisa-2147455731/mountain-hiking/von-der-capanna-cristallina-cas-ueber-den-passo-san-giacomo-vavm-8n-6903/
287;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/naegelisgraetli-9809/mountain-hiking/von-furka-belvedere-ueber-rhonegletscher-baereritz-und-naegelisgraetli-zum-grimselpass-6811/
288;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-greina-9822/mountain-hiking/von-sueden-hoch-nach-osten-runter-6841/
289;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-basodino-robiei-cas-2147000027/mountain-hiking/from-robiei-2123/
290;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-basodino-robiei-cas-2147000027/mountain-hiking/from-san-carlo-bavona-2124/
291;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-basodino-robiei-cas-2147000027/mountain-hiking/von-der-capanna-poncione-di-braga-ueber-die-bocchetta-della-froda-vavm-8s-4822/
292;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-basodino-robiei-cas-2147000027/ski-touring/from-allacqua-via-bocchetta-di-val-maggia-3198/
293;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-basodino-robiei-cas-2147000027/ski-touring/von-der-capanna-cristallina-zur-capanna-basodino-sac-3191/
294;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cristallina-cas-2147000069/mountain-hiking/from-ossasco-2130/
295;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cristallina-cas-2147000069/mountain-hiking/vom-lago-del-naret-2141/
296;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cristallina-cas-2147000069/mountain-hiking/von-robiei-2133/
297;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cristallina-cas-2147000069/mountain-hiking/von-fusio-durch-das-val-sambuco-vavm-7n-4824/
298;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cristallina-cas-2147000069/ski-touring/from-ossasco-3186/
299;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-poncione-di-braga-2147000208/mountain-hiking/von-piano-di-peccia-2691/
300;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-poncione-di-braga-2147000208/mountain-hiking/von-fusio-ueber-die-bocchetta-di-pisone-vavm-7s-4821/
301;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-poncione-di-braga-2147000208/ski-touring/da-piano-di-peccia-4918/
302;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mont-de-letoile-9083/mountain-hiking/en-circuit-de-les-hauderes-a-la-gouille-6863/
303;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mont-de-letoile-9083/mountain-hiking/von-arolla-ueber-den-suedgrat-5147/
304;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tour-saliere-1625/mountain-hiking/suedostgrat-vom-lac-demosson-6261/
305;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chlingenstock-384/mountain-hiking/ueberschreitung-zum-sisiger-spitz-mit-abstieg-via-wannentritt-nach-stoos-5615/
306;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/les-grandes-otanes-9760/mountain-hiking/de-trient-par-la-crete-nw-descente-par-les-grands-6690/
307;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-du-prelet-9006/mountain-hiking/en-traversee-depuis-la-sage-6862/
308;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fronalpstock-gl-683/mountain-hiking/ab-natufreundehaus-fronalp-mit-abstieg-nach-habergschwaend-filzbach-6749/
