tour_id;start;end
2323;"46.34287952922366;7.49813053776931";"46.342368797189046;7.500119811754156"
3930;"46.34294852942836;7.498103537765402";"46.34236879734974;7.500119812300707"
5457;"46.808941842815564;9.116545833759577";"46.83631984994236;9.109730419557964"
4427;"47.29682501971683;9.45637901854528";"47.25630101973088;9.402307018479387"
5230;"46.851897394531434;9.651208475824578";"46.873655924153184;9.632709914176157"
2360;"47.25633552240162;9.320450536327106";"47.27229604532043;9.353503752291005"
4402;"47.256470019777154;9.31979301832173";"47.25368101976062;9.342922018374624"
4399;"46.63956801946079;9.070751018249037";"46.63657597909175;9.024125367379423"
4392;"46.786800019049096;9.919584019723292";"46.787362252098134;9.932652167907253"
4394;"46.523975019030246;9.620519019354386";"46.514483744822556;9.590324439754374"
4428;"47.2966880197169;9.456783018550441";"47.24190801973385;9.377400018448983"
4389;"46.99955001936872;9.689650019171818";"47.012082300925584;9.697941123083694"
4390;"46.9696430192659;9.81438401941507";"46.930849059748496;9.837978979920948"
4398;"46.624981019329226;9.276769018648";"46.59394633422048;9.309671405777479"
5353;"47.08814601985457;9.020051017874785";"47.067583564637744;9.027431786427384"
4440;"46.91553901949119;9.400110018702888";"46.936035287659465;9.394370444068771"
4435;"47.036016019820785;9.005115017884597";"47.04719769273239;8.984961447360122"
4436;"46.9610894900588;9.120304691564233";"46.9583395123396;9.097603893880592"
4438;"47.072453019726154;9.197764018216796";"47.063865822267914;9.173845108575351"
4391;"46.742683291063614;9.597459650046275";"46.742420224239574;9.630736853252158"
4400;"46.854065019487614;9.326621018608233";"46.88123251679651;9.325701018424255"
4397;"46.60612901938773;9.151418018417528";"46.628916552953605;9.14936694118422"
4401;"46.85425601948761;9.326356018605011";"46.85463788335656;9.34440358548434"
1982;"46.571389531408435;7.19527654136416";"46.556731759339485;7.167326185776708"
192;"46.56899952037033;9.368108529916013";"46.59334152048021;9.35914153018035"
193;"46.602317520161876;9.426391529882018";"46.593326520480296;9.359118530180352"
3310;"46.56899952011783;9.368108530416286";"46.593436039812936;9.358996779680105"
5199;"46.56899952011783;9.368108530416286";"46.593436039812936;9.358996779680105"
4437;"47.05957001971314;9.197974018238055";"47.0348320197205;9.17443301819668"
4439;"46.9202610195169;9.355183018605656";"46.92608660879554;9.365529298896037"
5060;"45.99667553272386;7.977271984242424";"45.99656078129128;7.978778641757904"
5019;"46.41243270436449;9.965450896189687";"46.412051359450544;9.965161561350856"
4909;"46.057911018972824;9.001443018442641";"46.063293018963336;9.028070018492896"
4905;"46.0679090189758;9.008833018441818";"46.06329301896205;9.02807601849179"
2199;"46.322614272125364;7.764466101276551";"46.34382352763222;7.813788536192599"
4417;"46.51818819374187;7.05571197306332";"46.52285525039951;7.032784143960345"
2435;"46.56900001922899;9.368048018855424";"46.58784255937238;9.327376379051104"
2226;"46.33785551835374;9.645342526343855";"46.33678446752881;9.64297703722319"
4614;"46.30633452758961;7.801236535918191";"46.33792052752157;7.832380536045041"
4615;"46.3121985275064;7.821002535870958";"46.33806152752178;7.8324105360462175"
4158;"46.31618454921723;8.493179970811676";"46.316519903314905;8.471188663717463"
4582;"46.39104101958649;8.48723001723281";"46.38282151145155;8.482701837278062"
4567;"47.08507901990067;8.930375017712327";"47.08448059329095;8.959052271007568"
4566;"46.41633712860303;7.716991408017344";"46.413943803434734;7.704423160174366"
4561;"45.93330701885602;8.987106018473607";"45.93422081072176;9.013202882727258"
4528;"46.26281001913726;9.063302018449015";"46.28802948533623;9.055365939373107"
4453;"46.46676952339204;8.718915532571197";"46.46640852345254;8.706787532633015"
4451;"46.417518522917966;8.786029531773714";"46.42593152302188;8.770041531934206"
4450;"46.288917535380094;8.499044230702044";"46.30647083502179;8.513039338412945"
4447;"46.660158372386775;8.670819091085482";"46.647781685043405;8.658194254018046"
4346;"46.81955652595702;8.402885537436156";"46.81898152620354;8.354265537690445"
4154;"46.71822002133954;8.574597483225247";"46.71738352468911;8.597366535467627"
4151;"46.86420052471135;8.67033653639967";"46.835755524616104;8.674084536121748"
4148;"47.06660444376937;8.913538859934834";"47.04902632927945;8.928978352462764"
4147;"46.93845652406736;8.834920536171818";"46.944049477317336;8.788193892822799"
1524;"46.586644824750195;7.724493092214444";"46.56472152886458;7.6936695388065965"
1523;"46.52762152885653;7.674294538567078";"46.56481852886305;7.6936335388087285"
4575;"46.58781802020035;7.65096701539753";"46.55079944033431;7.698304743446271"
2706;"46.52728103167049;7.674596558629736";"46.543243803410604;7.7011603934146065"
764;"46.92969952612999;8.42719653831029";"46.91495388442424;8.464294866386656"
765;"46.940288525922234;8.473369538158439";"46.91495833759192;8.464308725990275"
6466;"46.92966068661088;8.427246902645125";"46.91487073965074;8.464079895246606"
6467;"46.91546983035014;8.479943638687887";"46.91487073965074;8.464079895246606"
603;na;na
14;"46.33780491361335;9.645404632616183";"46.32987674819808;9.655233137346196"
16;"46.331717518013136;9.709479525928598";"46.343802518094215;9.699743526087959"
3907;"46.39340791347895;7.758824516935132";"46.39925573686876;7.714470722512564"
4110;"46.89243652534187;8.561768537244815";"46.879754481079935;8.578023545573345"
4014;"46.52307052256931;8.91111353203226";"46.498027522502184;8.91103953181069"
4006;"46.5215273425225;8.927178221545649";"46.498459767493785;8.911122086088985"
2417;"46.39510252776074;7.8169815366394975";"46.38912241316817;7.826978549691638"
2208;"46.37161952689926;7.974295535625249";"46.365959336671594;7.944956605555942"
2201;"46.31495652690227;7.942249535282688";"46.32900252706431;7.918642535526047"
2207;"46.371879526898354;7.974614535625959";"46.35280952697265;7.949321535583761"
1826;"46.47461252908459;7.59972253845994";"46.46920052910736;7.592206538448408"
1731;"46.44916852918866;7.565144538405143";"46.451444708028;7.596093612648787"
271;"46.593066525045046;8.46105753507748";"46.60896057257037;8.463654681318586"
4538;"46.63701201974406;8.593290017317344";"46.608971036476404;8.46366629076734"
272;"46.59875052484565;8.503341534903557";"46.6089705250752;8.463669535206675"
2367;"46.59740052523073;8.426837535298207";"46.6089705250752;8.463669535206675"
2933;"46.59279814681103;8.461764477511647";"46.608916502519094;8.463531493040342"
2929;"46.59847285223704;8.503504199168676";"46.608916502519094;8.463531493040342"
363;"46.734110524560585;8.631446535434701";"46.71856652442572;8.649685535196204"
4530;"46.718094019739745;8.720675017524282";"46.718639019780824;8.649684017383917"
364;"46.66026452416388;8.670217534561273";"46.71852452442567;8.649673535195884"
3316;"46.65975182192976;8.671119335292111";"46.71852150631779;8.649523145524974"
3315;"46.73414906114521;8.631343285520403";"46.71852150631779;8.649523145524974"
2817;"46.54738552847002;7.761480538304493";"46.538055171629935;7.796234722842597"
1574;"46.393407913478896;7.758824516935168";"46.416438528326864;7.716942537339603"
1662;"46.41119352802295;7.774100537002739";"46.41643852832683;7.716942537339645"
1573;"46.44509852836891;7.724637537560838";"46.41641152832846;7.716618537341036"
1400;"46.41525741749571;7.768862116446052";"46.41628617649428;7.716875494003111"
420;"46.396279528803426;7.611416537688212";"46.40045452900304;7.574262537912475"
419;"46.49550552877894;7.671805538291875";"46.4189174971231;7.62351612409509"
455;"46.44936752918888;7.5649925384042636";"46.43143549999672;7.591454279931333"
3178;"46.400288443997674;7.574498355829834";"46.39770223319007;7.615569001847102"
3175;"46.457989304260174;7.650273316294337";"46.400288443997674;7.574498355829834"
3206;"46.42603023699935;7.574988040469715";"46.400288443997674;7.574498355829834"
776;"46.45793852878158;7.6502695380533705";"46.46037252878985;7.649986538076958"
775;"46.495185528779466;7.671456538285616";"46.46039152878991;7.649985538077139"
1511;"46.48551852573694;8.266529535136636";"46.48946752586702;8.24301753529511"
6572;"46.4854959579434;8.266365059823839";"46.48933121116537;8.24285243026001"
397;"46.41994152781741;7.819607536850859";"46.39510252776064;7.817001536639398"
399;"46.402533527950936;7.783514536876595";"46.39510252776074;7.8169815366394975"
400;"46.3688615279999;7.755018536716248";"46.39510252776053;7.817022536639288"
4149;"46.55547914394274;8.566867173801906";"46.542793214170295;8.547652721499803"
396;"46.43447052764275;7.86219853676542";"46.4545395274494;7.911525536694913"
745;na;na
6318;"46.42007516149092;7.819966322593556";"46.43440748904798;7.862306546849795"
1227;"46.42007516149092;7.819966322593556";"46.43440748904798;7.862306546849795"
2198;"46.32245563581983;7.764572451530146";"46.34294852772776;7.794397536282925"
474;"46.502143528668235;7.697280538218296";"46.49728631389368;7.713605045592551"
774;"46.50214335388216;7.697281236600762";"46.505913066838914;7.733136398720193"
2833;"46.50214335388216;7.697281236600762";"46.505913066838914;7.733136398720193"
2842;"46.5474165284659;7.7615035383107776";"46.53283752818933;7.80950253793166"
2828;"46.51010852831492;7.771438537914239";"46.50786364210455;7.77468243207504"
2818;"46.41120305890404;7.774165079605785";"46.42243647222085;7.793780641351921"
2657;"46.474551529087265;7.599538538457688";"46.472289725933194;7.59728431833293"
4476;"46.654827019927154;8.28990701669625";"46.6949733608313;8.348051447723012"
4459;"46.61738173806816;8.056413288041023";"46.60052216296836;8.060209537588872"
1618;"46.573436532770764;6.927537542694469";"46.54805853254948;6.956802542316357"
1660;"46.542689540447654;6.838018556426638";"46.51554709395171;6.81623206222725"
1661;"46.7058018255006;7.018643225886521";"46.68423453251631;7.040416543174674"
1763;"46.467200531861906;7.046606541130823";"46.44369153181821;7.041828540937233"
1765;"46.543509531950576;7.072482541709791";"46.54661853168944;7.125819541477045"
1772;"46.60207535543731;7.202922541656053";"46.591731739240785;7.181151232521679"
1780;"46.6185098915636;7.165516277889819";"46.637353511415505;7.19499565337131"
2539;"46.85698252409194;8.787807535693585";"46.83996952402711;8.791623535519157"
1774;"46.610883669130175;7.2758163683034285";"46.59688653111473;7.267553541242156"
1779;"46.626030714711824;7.207112881586931";"46.61904853147432;7.209102541736835"
1778;"46.607276531506386;7.1961695416917895";"46.615483579562245;7.227011641629347"
1781;"46.62726152483134;7.390070608004503";"46.65163296469598;7.350733196238586"
1789;"46.52828125100449;7.061456620507095";"46.525700718464165;7.041796722113062"
2160;"46.48585883265051;7.042709743523438";"46.487013139708175;7.070086387715464"
1767;"46.50709453194754;7.052410541471026";"46.49974042403087;7.078064003105884"
2242;"46.575478769098645;7.249276662625559";"46.56324969913529;7.259637909100894"
1764;"46.603915531990545;7.0987825421406345";"46.58791553180209;7.126910541853951"
1771;"46.48627053193604;7.0428285413253215";"46.48701313970817;7.070086387715481"
1777;"46.66352053127699;7.272897541832296";"46.64217453117736;7.280581541596329"
1773;"46.46496859124067;7.082750123642222";"46.496081958295086;7.114481670815009"
1786;"46.71241353101314;7.352065541890319";"46.69753098221616;7.36383624578921"
2244;"46.610894008500914;7.275806676264495";"46.58861899922797;7.284784959318736"
2538;"46.90358652615963;8.40765153817666";"46.89873452588748;8.45832953786019"
1289;"46.3042595263727;8.041091534678117";"46.329127059364595;8.104010822323163"
4195;"46.611207983447365;8.308097855445045";"46.61522476907364;8.284476402680001"
4196;"46.73978752580343;8.390579536777253";"46.739881358075905;8.402313826014522"
4198;"46.530723525473775;8.342983535141634";"46.522138625105356;8.400724937577301"
4200;"46.49114952567604;8.281611535108272";"46.5227838312315;8.254295598215432"
4203;"46.45287252617124;8.162973535383054";"46.46611999218534;8.173859904189337"
4206;"46.30427552637209;8.041218534677604";"46.32455745272087;8.073944476779765"
4244;"46.204524526082174;8.043055533776721";"46.219909288469744;8.053969718135345"
4245;"46.224143526258295;8.019099534074108";"46.21731272226269;7.983192385958727"
4251;"46.18487152587671;8.07284553344937";"46.17654190131026;8.09826855608548"
4253;"46.16228052560293;8.11456453303495";"46.144945442566836;8.129371178647814"
4254;"46.18624852578404;8.092012533363564";"46.21296769476248;8.133708922041492"
4255;"46.42745624173248;8.093227660196783";"46.431224526458564;8.094345535543944"
4257;"46.369037528538726;7.648481537254863";"46.376642403494884;7.6582598371209265"
4258;"46.04818252608353;7.954788532834774";"46.03537752597757;7.968628532651338"
4266;"46.08221052607763;7.975210533033468";"46.04283029541553;8.022429290287409"
4269;"46.25139552729187;7.829392535281818";"46.23513541823335;7.795128724882938"
4388;"46.47751952510533;8.386776534433494";"46.48545033058331;8.394423227987959"
4136;"47.028442525045946;8.690416537783445";"47.028793901423576;8.698343528463106"
4139;"46.527949602339305;8.939608467826888";"46.55081552238384;8.962324531999156"
4160;"47.04194952501553;8.703318537835969";"47.033824511107234;8.6830156339263"
4268;"46.14451952688307;7.849952534220063";"46.145072921548525;7.870472589337912"
53;"46.77553152652069;8.268925537747997";"46.77926453185676;8.233319466174093"
4144;"46.35744346846607;9.030352776996777";"46.34468892683831;9.039977548238303"
4107;"46.77502133971708;8.721368249501113";"46.79610171414267;8.720764163307338"
4186;"46.37593927171534;9.05309060516245";"46.372419155052484;9.080786965775362"
4194;"46.675915607362406;8.133870110617298";"46.690167527118376;8.105674537829328"
1290;"46.24687152627216;8.02903853422637";"46.26075632163105;8.080194570154596"
4146;"46.84631476281744;8.76137512811628";"46.85174871825201;8.742442027333677"
4114;"46.84128552597029;8.411347537589911";"46.85370252556308;8.497876537231313"
4347;"46.956160527735605;8.1272435401528";"46.95289127486989;8.141145405058294"
4187;"46.37241793618683;9.080786043813447";"46.37212089636159;9.094066166148417"
4141;"46.84316497661453;8.606973468542751";"46.83274352496978;8.60325453647851"
4152;"46.27129652351227;8.58936753152963";"46.27619329751403;8.574130447257168"
4137;"46.47769152510611;8.386722534435316";"46.492769400624034;8.406597143038477"
4157;"46.31651089585823;8.47119445165121";"46.3350601944897;8.467566753316774"
1630;"46.543536531950565;7.072501541709944";"46.53551060200306;7.142667813554423"
1631;"46.54350953195057;7.072500541709705";"46.53551535445002;7.142627988207229"
1971;"46.5075124422293;7.169319083673628";"46.519315531469445;7.153805541087335"
4165;"46.59111752453557;8.560276534531162";"46.577708844748045;8.549695530945177"
4163;"46.56304754885935;8.800741487010395";"46.56801773416003;8.777843726546106"
4162;"46.555484524404896;8.566895534176458";"46.55435658427088;8.574783875435426"
4159;"47.04210869943443;8.703355335502762";"47.043986941654914;8.692128814950332"
4155;"46.9858384464273;8.268660218163863";"46.97732716112542;8.27548648296287"
2692;"46.42882505251001;8.572337986991805";"46.45415420412449;8.570808848386008"
4156;"46.868091523778055;8.85501253542528";"46.87393738200747;8.854890658449971"
4153;"46.499236522075925;8.995687531360158";"46.50531752215474;8.983366531481224"
4143;"47.10541852407818;8.918574537224915";"47.110253661995344;8.971235320939602"
4138;"46.418387522621;8.84511053146303";"46.404853616463534;8.848978623033455"
4134;"47.10515952407391;8.919270537218685";"47.09950367995518;8.950391246006134"
4113;"46.871768525931664;8.43568453773808";"46.86327138761154;8.427328807008513"
4104;"46.76928652460013;8.642261535693574";"46.783404889201016;8.633952172746545"
3840;"46.846114525722534;8.46288053735639";"46.851836564213386;8.498913389590431"
3827;"46.8460995257203;8.462867537359639";"46.837403407337874;8.493226338360097"
3764;"46.78376752484886;8.601143536046573";"46.774915712735535;8.580546694405877"
4161;"46.750762588528765;8.689498070098011";"46.74510772325633;8.689449599969286"
4201;"46.64917624363176;8.499255046405752";"46.65741649915696;8.485051763735063"
4202;"46.85504056281047;8.014833792407938";"46.85433213826376;7.985582264644143"
4209;"46.207033521553704;8.942502529080535";"46.196464521483605;8.950672528944228"
4234;"47.00074681475654;8.592460321587845";"47.004225048117114;8.597653307688658"
4314;"46.94797852503793;8.649809537275553";"46.956263123628354;8.648740025723871"
4207;"46.207877521369696;8.979422528888845";"46.222514521524445;8.956656529139522"
4208;"46.1855628718754;8.990852689794792";"46.196411808628326;8.950737273313441"
4210;"46.175290170087536;8.918975226695897";"46.19692001852849;8.932612411774604"
4340;"46.39506052351881;8.655284532275067";"46.405982523266225;8.711065532073828"
4336;"46.49367452295114;8.820246532264244";"46.50628252285589;8.84573453223823"
4338;"46.423243521866766;8.996567530684617";"46.43601552187628;9.001493530770338"
4337;"46.87112352417321;8.779687535864852";"46.88162452416281;8.78626453593083"
3044;"46.52731397258042;8.672429726270465";"46.53498106288503;8.679938357129899"
2491;"46.2519727040893;7.110654456555024";"46.251990530745395;7.144470538680856"
559;"46.08137204685445;7.918111793646787";"46.06825252628812;7.925859533163183"
561;"46.090492741231046;7.942974496666094";"46.060012526215914;7.935133533039004"
612;"46.048014868126344;7.95436229565035";"46.04355518380428;7.942808180302451"
40631;na;na
2550;"46.06847850420622;7.915505656259052";"46.06003342407018;7.935098347343087"
1285;"46.47717252519309;8.369272534522544";"46.46096106717228;8.3680762873356"
4105;"45.89988935385493;7.492103935264721";"45.92118186382501;7.532591656894619"
2197;"46.4867965286244;7.697392538077956";"46.48160037270005;7.711801648365727"
1271;"46.67192752610475;8.2950365366688";"46.67998241908516;8.289492165047147"
1297;"46.76614660401752;8.711422338133808";"46.79013352407779;8.755628535266215"
1296;"46.77539352421021;8.721933535316719";"46.790145524078014;8.75559053526653"
1252;"46.86364229593257;8.768622462019042";"46.83114935694357;8.771159902685543"
1253;"46.86359899455184;8.768586027756829";"46.831130034306966;8.771130508810078"
4252;"46.0576895308967;7.001470537603961";"46.02310853077857;7.0047435372752895"
390;"46.76606033751752;8.711430860924938";"46.7765325858541;8.760377624244933"
1234;"46.77944152383012;8.798560534935795";"46.801822523786015;8.81891153502601"
3321;"46.82000023230395;8.88031011806717";"46.801780152395196;8.81904894325281"
5480;"46.721653607199066;8.897929227609334";"46.79525149976123;8.836323688974241"
5481;"46.742480775824475;8.814275969872613";"46.75520624616147;8.849511359655626"
5478;"46.721653607199066;8.897929227609334";"46.796513764720764;8.8491057259635"
1218;"46.768869424885736;8.690055393132722";"46.750744583774775;8.689535519249386"
1219;"46.766152524239686;8.711294535291241";"46.750724524310485;8.689283535271633"
1309;"46.2745895275168;7.797834535649695";"46.25550321739634;7.746458360368014"
1303;"46.15685818379315;7.762003872520805";"46.145008499599044;7.740708671066004"
1301;"46.369052528538795;7.648493537254926";"46.37228752832639;7.692331537063658"
1300;"46.4198865729924;7.819667323397014";"46.437037527835024;7.825634536974983"
2321;"46.91517952380829;8.873514535748638";"46.91668252380425;8.875090535753545"
407;"46.91399352394356;8.846470535886874";"46.916816639672746;8.874958085811706"
409;"46.956134523347345;8.984695535503318";"46.916824401140175;8.874980009950688"
408;"46.938308524066066;8.835102536169478";"46.916864450922176;8.875004727219572"
3248;"46.938216383107125;8.835152323467245";"46.91689598120713;8.87496260162734"
392;"46.67828352378203;8.754772534265555";"46.70826174460776;8.728811761264293"
365;"46.766047524239035;8.711367535289886";"46.73767057383564;8.716338541435437"
366;"46.68095465793822;8.769820345324325";"46.718318524063164;8.720713534809644"
3247;"46.76605707166588;8.712362895687798";"46.71817598515466;8.720661141056764"
3246;"46.67825691971555;8.754382142618175";"46.70696087999508;8.724789850560729"
5516;"46.670350689512794;8.725972718231048";"46.70029262456376;8.706267378191976"
5508;"46.72419134469459;8.783233917445434";"46.72453241160933;8.779418611491355"
268;"46.59860952484606;8.503191534903095";"46.55414396872771;8.499103534525734"
269;"46.5727535252225;8.415192535138205";"46.564059502751626;8.43734891054517"
270;"46.53652952434609;8.568301533999312";"46.545009524795844;8.484272534522638"
921;"46.55547914394274;8.566867173801906";"46.53983452453231;8.533916534213457"
3068;"46.59847285223704;8.503504199168676";"46.54489356845309;8.484374657223862"
4191;"46.58957652878256;7.723181538884796";"46.60413352869338;7.7487915388873585"
265;"46.563003523236596;8.80092953298522";"46.57149852379644;8.695258533631485"
262;"46.52736948660626;8.672493640943083";"46.57149852379644;8.695258533631485"
1326;"46.66015952416063;8.670803534557177";"46.571641110711234;8.695200531134454"
263;"46.527469524114736;8.609020533700809";"46.57149852379644;8.695258533631485"
264;"46.555530524404865;8.566931534176684";"46.57149852379644;8.695258533631485"
3306;"46.562990114619794;8.80097182360724";"46.57164008812448;8.695126591312476"
5555;"46.67598362803423;8.782671605092577";"46.63895007783064;8.765745193208945"
4193;"46.65224426904391;7.911115340130393";"46.66354337427066;7.937777770717212"
4192;"46.59660652795299;7.890485538092777";"46.601733451977;7.880057892943539"
4185;"46.44944744108725;7.5652190770108705";"46.43207568797047;7.529840701482544"
4182;"46.36312418635031;7.29499548218177";"46.37025013370804;7.308721836762607"
2348;"46.46784252874862;7.662305538082751";"46.46362252870524;7.668516538013017"
1274;"46.730956525592504;8.427255536501786";"46.713266644613434;8.416018807728294"
1267;"46.56167552558871;8.337092535451152";"46.54506605383347;8.25098353994464"
1265;"46.59056478596966;8.327891800604855";"46.585973596893226;8.300935775229277"
1262;"46.65990409669485;8.053595969553687";"46.670987527583755;8.00376053818547"
1242;"46.7258065305933;7.442056541562339";"46.70601558101884;7.4643439116667505"
4184;"46.49383038483646;7.421522433262903";"46.52704505899777;7.439860347481198"
1257;"46.555904095312826;7.820620572393535";"46.55728618142988;7.834917658251961"
1247;"46.49883952942643;7.54554653895193";"46.50197552949889;7.532732539050312"
1246;"46.588698529146306;7.651024539243412";"46.596782365680305;7.5994896504534"
1240;"46.58659567697935;7.49580197597114";"46.571465721649545;7.524472222578416"
1239;"46.54120610445501;7.385409419183742";"46.53830043967907;7.429814947489072"
1237;"46.449362096778586;7.564989111622636";"46.427825529292505;7.53240453837119"
1233;"46.40022270549184;7.4411351443855605";"46.381278529625185;7.440349538405921"
1360;na;na
4058;"46.48768451734272;9.922248526060256";"46.48845394038126;9.956516212506349"
4054;"46.534864858659894;9.81826442436159";"46.51674587428229;9.825059632698183"
4040;"46.43010646918801;9.765027767263172";"46.39745094177791;9.760264761864349"
4017;"46.403845832702565;9.695175776707588";"46.41047191678371;9.67025413545773"
4016;"46.315337518613156;9.58228952650391";"46.30305602242665;9.564244200473166"
1361;"46.81654708218231;10.337573309714129";"46.851381516379355;10.293730527036772"
1352;"46.69236839879881;10.135150351233142";"46.71746051670895;10.162874526648631"
4053;"46.47745334721708;9.810407490607403";"46.48549351809695;9.772530526900368"
1317;"46.63975851585099;10.2925205252109";"46.611483428167986;10.269275987756744"
1351;"46.54275337724261;10.433312996616213";"46.550988761708105;10.414436484194466"
4060;"46.599872517436864;9.96084252680898";"46.581416517239056;9.990378526477613"
1347;"46.62685364659952;10.33538116507217";"46.59804086204151;10.327714804235661"
1346;"46.63978551585086;10.292564525210869";"46.61869751580485;10.291069525037987"
4061;"46.58871224130366;9.872483077617947";"46.60769151794693;9.864550527433765"
1312;"46.39951251826251;9.695452526593897";"46.3769755182456;9.693399307460062"
4051;"46.43191451769986;9.823868526147248";"46.42963351761344;9.839848526037924"
1370;"46.94470687234068;10.361660222628965";"46.900664654502634;10.378728881666946"
4062;"46.66284551680063;10.1175735264412";"46.627166795903754;10.094897567962283"
4059;"46.57905151756913;9.924265526840092";"46.55084973535576;9.932659826185947"
4084;"46.29103794757704;10.078073252622595";"46.25330351599385;10.068285523207443"
4093;"46.62361213227572;10.36869706806228";"46.636088515360946;10.386967524618806"
4103;"46.7774173049706;10.26057047827517";"46.75415186321203;10.21786797204724"
1359;"46.77159051690921;10.15056152719168";"46.74973442210737;10.149853576650395"
4069;"46.40808051663879;10.020346524808538";"46.39678360532385;10.044520777885182"
4135;"46.80551451648169;10.251111526891528";"46.82321678953238;10.23963507110254"
4133;"46.754847517507926;10.024919527784071";"46.76486782437969;10.070339853301599"
4131;"46.76565243934334;10.334548313295226";"46.76184833233121;10.353640281251858"
4109;"46.02049997909954;6.970833362979524";"45.996680946769516;6.986525995953077"
4111;"46.00373433890436;6.947128600287644";"45.99674854135593;6.986557702730493"
4132;"45.8702820645771;7.781927786921773";"45.90037424362101;7.792360968567928"
4130;"46.71550108048496;10.334509115560236";"46.72414851545831;10.411458525231307"
4115;"46.16219252560271;8.114560533034199";"46.09503340655767;8.070478182098814"
4108;"45.87375750842669;7.3044643374937674";"45.89760299196052;7.308202643337642"
3696;"46.03285552928771;7.3077425359039525";"46.04698409232504;7.306627177247571"
3697;"46.080066529611315;7.270650536509248";"46.04695452933469;7.306553536036521"
2400;"46.990135150201134;8.638202844393627";"46.978752525185634;8.637375537620152"
4088;"46.09991566011316;7.7816053594693475";"46.105680248306065;7.80598651569689"
283;"46.64911652500443;8.499085535379349";"46.65748952509966;8.484843535530816"
896;"46.67165752536631;8.440007535901636";"46.657507402590554;8.484969002238788"
3857;"46.64903552500524;8.498894535379641";"46.65561876324227;8.487643362301363"
3855;na;na
3050;"46.66579525772936;8.588463178406668";"46.64908921548447;8.498993844008647"
1420;"46.09992420171551;7.7815974239578845";"46.088565526944926;7.806997533941462"
3998;"46.05148325117952;7.264067646209384";"46.03037070447248;7.274158404913212"
3212;"46.04212390911177;7.274837858810013";"46.030430747129216;7.2741769375233405"
1858;"46.04212390911177;7.274837858810013";"46.030430747129216;7.2741769375233405"
1429;"46.01727156228533;7.7862204579164285";"46.01270129275894;7.810803334185898"
3518;"46.29434552623153;8.063537534474193";"46.29405852608241;8.092908534320742"
5888;"46.29313869509273;8.069596011071532";"46.293802383118056;8.093435995104205"
1423;"46.0215755283823;7.481689534953275";"46.03025752829619;7.503859534922089"
1617;"46.51879853245051;6.959670542031019";"46.53406177374592;6.996304052471986"
3699;"46.39994851826188;9.695794526595717";"46.348849544718895;9.73371611113546"
403;"46.31458652736139;7.851046535740224";"46.32947244289918;7.855702857810111"
404;"46.314559527361595;7.850990535740261";"46.344687527392615;7.861690535957258"
405;"46.31458652736136;7.851059535740154";"46.344687527392615;7.861690535957258"
696;na;na
3374;"46.34468752739215;7.861690535952222";"46.347409070736724;7.85564797275787"
1313;"46.40374597984101;9.695212489551876";"46.39097667466109;9.733766563059884"
565;"46.18484278728969;8.0732747996264";"46.15786652588205;8.056663533291745"
2322;"46.19557952599444;8.055468533633567";"46.16450052595779;8.045342533408517"
106;"46.43192339915378;9.823852402635726";"46.383601517511835;9.835416525660145"
105;"46.49083251748212;9.896409526236472";"46.437951043127256;9.866803278759479"
3228;"46.490271983118134;9.896652524889506";"46.38370496409267;9.835486737003926"
3233;"46.41787565763255;9.821459013587429";"46.38370496409267;9.835486737003926"
4363;"46.437556952067325;9.86627469710361";"46.38370496409267;9.835486737003926"
1249;"46.502089528663895;7.697313538219857";"46.50976130790564;7.734029826011309"
361;"46.84129352597301;8.41126253758921";"46.840924197558664;8.410675921330489"
362;"46.87174182393902;8.435559440440253";"46.84096452597307;8.41109653758711"
3179;"46.84118106351446;8.411412871221463";"46.84095571330958;8.410685242232297"
620;"46.08396993144392;7.403531778040657";"46.06165052898155;7.386079535782964"
619;"46.08396993144714;7.403531778039746";"46.061522165396994;7.381539846582157"
1425;"46.36873552569049;8.211745534374831";"46.38549796577556;8.277778583904334"
3279;"46.36881291220948;8.212977056836108";"46.38557398232702;8.277913004355646"
1310;"46.36881291220948;8.212977056836108";"46.38099978274259;8.275238608692918"
607;"46.41305152636429;8.102974535335855";"46.44044052644594;8.101914535587738"
1384;"46.03317533489135;7.307392963218948";"46.01246952926916;7.299833535763397"
3209;"46.033617018600665;7.295581638779381";"45.99873024541578;7.299794780702055"
3210;"46.030430747129216;7.2741769375233405";"46.00712896512135;7.27960718393636"
1615;"46.561213532175294;7.038169542041669";"46.54364480439445;7.026419553602702"
1986;"46.555746069885934;7.023500590305065";"46.54880853224619;7.017111542029522"
1643;"46.55929853134254;7.201430541223727";"46.54924753141553;7.18135254123121"
1983;"46.63666341539196;7.301043419045066";"46.62998161388803;7.293380894900682"
1659;"46.60541853174988;7.109130542104881";"46.62746039047096;7.126295032739132"
1648;"46.663554531276915;7.272925541832472";"46.64214950947746;7.280548564592513"
1658;"46.735244531586815;7.251907542602963";"46.69196851089604;7.185700609754245"
1787;"46.715342531237106;7.309636542129811";"46.681151531070526;7.323384541743981"
379;"46.88505852343163;8.931573535156417";"46.85941252334324;8.935591534903239"
381;"46.92568552320054;8.998100535152444";"46.878900844862855;8.979222879891742"
40626;"46.82005515565029;8.880356291606121";"46.85581647291923;8.918395946666543"
3003;na;na
370;"46.92568552320054;8.998100535152444";"46.878900844862855;8.979222879891742"
